Year,Month,Day,Hours,Minutes,Seconds,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Penumbral Magnitude,Umbral Magnitude,Latitude,Longitude,Penumbral Eclipse Duration (m)
0595,1,31,15,21,36,4762,-17377,101,1,-1.3838,0.3033,-0.6661,15,153,144.3
0595,6,27,13,8,17,4758,-17372,68,1,-1.2258,0.6181,-0.4007,-25,-177,217.8
0595,7,27,1,33,13,4758,-17371,106,2,1.5221,0.09,-0.9596,-18,-3,90.2
0595,12,22,15,18,33,4754,-17366,73,5,0.6565,1.6774,0.6296,24,151,320.3
0596,6,16,0,43,12,4749,-17360,78,6,-0.4119,2.0847,1.1194,-24,8,315.8
0596,12,10,18,39,58,4744,-17354,83,7,-0.0264,2.8587,1.7612,23,99,375
0597,6,5,17,11,22,4740,-17348,88,6,0.3381,2.2072,1.2673,-23,121,309.2
0597,11,29,17,39,59,4735,-17342,93,5,-0.703,1.6194,0.5175,22,113,338.1
0598,4,27,1,46,2,4731,-17337,60,1,-1.4824,0.1303,-0.8546,-16,-8,100.1
0598,5,26,10,3,29,4731,-17336,98,1,1.0884,0.8398,-0.1184,-20,-132,230.5
0598,10,20,5,32,42,4727,-17331,65,1,1.4976,0.1206,-0.9006,13,-67,98.3
0598,11,18,19,55,27,4726,-17330,103,1,-1.3461,0.4168,-0.6405,19,78,184.8
0599,4,16,10,52,10,4722,-17325,70,5,-0.7879,1.4335,0.3913,-11,-144,311.1
0599,10,9,18,35,43,4718,-17319,75,5,0.7556,1.4576,0.485,8,97,281.8
0600,4,4,12,58,45,4713,-17313,80,7,-0.0484,2.8085,1.7303,-7,-175,375.4
0600,9,28,10,42,3,4708,-17307,85,8,0.0679,2.7152,1.7514,3,-143,319.6
0601,3,24,13,29,56,4704,-17301,90,5,0.6858,1.6326,0.5672,-2,179,331.7
0601,9,18,1,11,32,4699,-17295,95,5,-0.6534,1.6581,0.66,-2,0,304.5
0602,2,12,7,55,24,4695,-17290,62,1,-1.3431,0.3917,-0.6046,12,-95,168.5
0602,3,13,19,24,44,4695,-17289,100,1,1.3739,0.3452,-0.6711,3,91,164.1
0602,8,8,19,10,29,4691,-17284,67,1,1.4094,0.3048,-0.7605,-14,92,165.3
0602,9,7,9,51,15,4690,-17283,105,1,-1.4381,0.245,-0.8062,-7,-129,145.3
0603,2,1,22,39,19,4686,-17278,72,5,-0.6239,1.6959,0.7302,16,44,292.5
0603,7,28,19,38,19,4682,-17272,77,5,0.6849,1.638,0.565,-18,86,337.3
0604,1,22,14,28,53,4677,-17266,82,8,0.052,2.7523,1.7727,19,166,324.4
0604,7,16,22,28,47,4673,-17260,87,7,-0.0887,2.7121,1.6786,-21,43,356.3
0605,1,11,2,44,30,4668,-17254,92,5,0.7732,1.4548,0.4237,22,-19,300.9
0605,7,6,8,27,8,4663,-17248,97,5,-0.8393,1.3064,0.3292,-24,-107,279.4
0605,12,1,13,9,47,4660,-17243,64,1,-1.5094,0.141,-0.9634,21,-179,116.4
0605,12,31,7,55,11,4659,-17242,102,1,1.5209,0.1111,-0.9761,24,-97,101.6
0606,5,27,17,37,56,4655,-17237,69,5,0.953,1.0794,0.1385,-21,114,249.3
0606,6,26,0,11,1,4654,-17236,107,2,-1.5278,0.0256,-0.9169,-25,17,42.6
0606,11,20,12,19,35,4650,-17231,74,5,-0.8354,1.3717,0.2792,20,-168,316.9
0607,5,17,9,46,22,4646,-17225,79,8,0.226,2.4287,1.4576,-20,-129,326.3
0607,11,9,16,35,38,4641,-17219,84,7,-0.1117,2.6726,1.6336,18,127,348.3
0608,5,5,20,34,34,4637,-17213,89,5,-0.5617,1.8407,0.8142,-18,69,330.3
0608,10,29,4,7,37,4632,-17207,94,5,0.58,1.7862,0.8012,15,-47,302.9
0609,3,26,8,16,40,4628,-17202,61,3,1.5328,0.0866,-0.9951,-2,-103,91.3
0609,4,25,0,8,34,4627,-17201,99,1,-1.3555,0.4058,-0.6637,-15,16,190.7
0609,9,19,10,9,43,4624,-17196,66,1,-1.3914,0.2887,-0.6794,-2,-134,141.7
0609,10,18,19,44,15,4623,-17195,104,1,1.2323,0.5795,-0.3863,12,79,193.2
0610,3,15,9,40,14,4619,-17190,71,5,0.7808,1.4533,0.3978,2,-123,314.9
0610,9,8,23,29,23,4615,-17184,76,5,-0.7301,1.524,0.5127,-5,26,302.4
0611,3,4,17,32,31,4610,-17178,81,8,0.0143,2.8331,1.8302,5,119,338.1
0611,8,29,6,10,27,4605,-17172,86,7,-0.0001,2.8891,1.8269,-9,-74,366.3
0612,2,22,7,37,9,4601,-17166,91,5,-0.6888,1.5763,0.6115,9,-92,287.3
0612,8,17,6,57,52,4596,-17160,96,5,0.7443,1.5328,0.4524,-12,-85,331.8
0613,1,12,13,15,27,4592,-17155,63,1,1.3047,0.4602,-0.5326,22,-176,179.5
0613,2,10,23,50,12,4592,-17154,101,1,-1.3651,0.337,-0.6311,12,25,151.8
0613,7,7,20,4,8,4588,-17149,68,1,-1.2967,0.4869,-0.5296,-24,79,195
0613,8,6,8,29,10,4587,-17148,106,1,1.4514,0.2195,-0.8298,-15,-108,138.8
0614,1,1,23,42,34,4583,-17143,73,5,0.6634,1.6658,0.616,23,26,320.7
0614,6,27,8,0,24,4579,-17137,78,5,-0.4858,1.9481,0.9848,-24,-101,310
0614,12,22,2,45,31,4574,-17131,83,7,-0.021,2.869,1.7705,24,-22,375.6
0615,6,17,0,37,32,4570,-17125,88,8,0.2633,2.3446,1.4046,-23,9,312.2
0615,12,11,1,44,34,4565,-17119,93,5,-0.6971,1.6296,0.5288,23,-8,338.3
0616,6,5,17,22,1,4560,-17113,98,5,1.0173,0.9713,0.0109,-22,117,245.2
0616,10,30,13,56,41,4557,-17108,65,1,1.5043,0.108,-0.9124,16,166,92.8
0616,11,29,4,19,10,4556,-17107,103,1,-1.3394,0.4281,-0.6271,21,-48,186.5
0617,4,26,17,47,20,4552,-17102,70,5,-0.8606,1.3004,0.2574,-15,111,301.8
0617,10,20,3,7,47,4548,-17096,75,5,0.7714,1.4291,0.4555,12,-32,279.6
0618,4,15,19,42,39,4543,-17090,80,7,-0.1182,2.6793,1.6035,-11,83,374.4
0618,10,9,19,7,54,4538,-17084,85,8,0.0911,2.6744,1.7068,7,89,320.1
0619,4,4,20,30,48,4534,-17078,90,5,0.624,1.7431,0.6832,-6,72,336.8
0619,9,29,9,15,2,4529,-17072,95,5,-0.6248,1.7136,0.7094,3,-122,308.8
0620,2,23,16,5,46,4526,-17067,62,1,-1.3661,0.3465,-0.6442,8,141,158.5
0620,3,24,3,0,44,4525,-17066,100,1,1.3235,0.4345,-0.5755,-1,-25,181.7
0620,8,19,2,5,18,4521,-17061,67,1,1.4737,0.1893,-0.8809,-11,-12,132.1
0620,9,17,17,20,56,4520,-17060,105,1,-1.4012,0.3157,-0.7417,-2,117,164.6
0621,2,12,7,8,56,4516,-17055,72,5,-0.6446,1.6564,0.6938,12,-84,290.1
0621,8,8,2,20,49,4512,-17049,77,5,0.7556,1.5091,0.4345,-15,-16,328.6
0622,2,1,23,2,22,4507,-17043,82,8,0.0369,2.7797,1.8006,16,37,325
0622,7,28,5,25,43,4503,-17037,87,7,-0.0157,2.8455,1.8131,-19,-62,355.5
0623,1,22,11,5,47,4498,-17031,92,5,0.7644,1.4716,0.4395,20,-144,303
0623,7,17,15,46,39,4494,-17025,97,5,-0.7668,1.4387,0.463,-22,143,287.8
0623,12,12,21,11,51,4490,-17020,64,1,-1.5166,0.1281,-0.9771,22,61,111.1
0624,1,11,15,57,41,4489,-17019,102,1,1.5136,0.1247,-0.9628,23,142,107.8
0624,6,7,1,4,30,4485,-17014,69,5,1.0266,0.9445,0.0032,-22,2,236.8
0624,7,6,7,40,28,4485,-17013,107,1,-1.4581,0.1535,-0.7893,-24,-96,103.2
0624,11,30,20,26,50,4481,-17008,74,5,-0.8398,1.363,0.2717,22,70,315.5
0625,5,27,17,1,46,4476,-17002,79,6,0.3019,2.2905,1.3173,-22,122,324.7
0625,11,20,1,2,11,4472,-16996,84,7,-0.1175,2.6611,1.6238,20,0,347
0626,5,17,3,25,41,4467,-16990,89,5,-0.485,1.9823,0.9539,-20,-35,337.8
0626,11,9,12,48,58,4463,-16984,94,5,0.5703,1.8038,0.8191,18,-177,303
0627,5,6,6,40,15,4458,-16978,99,1,-1.2776,0.5484,-0.5204,-18,-83,218.9
0627,9,30,18,26,31,4454,-16973,66,1,-1.422,0.235,-0.7378,3,100,128.8
0627,10,30,4,24,39,4454,-16972,104,1,1.22,0.6034,-0.3649,16,-52,196.9
0628,3,25,16,54,58,4450,-16967,71,5,0.8324,1.3554,0.3061,-2,126,306.2
0628,9,19,7,19,11,4445,-16961,76,5,-0.7702,1.4536,0.4359,-1,-93,299.2
0629,3,15,1,22,20,4441,-16955,81,8,0.0562,2.7533,1.7565,1,0,336.2
0629,9,8,13,25,57,4436,-16949,86,7,-0.0505,2.7997,1.7317,-5,176,367.7
0630,3,4,15,51,20,4432,-16943,91,5,-0.6551,1.6361,0.6754,5,143,290
0630,8,28,13,52,42,4427,-16937,96,5,0.6831,1.6466,0.5631,-8,170,339.5
0631,1,23,21,50,58,4423,-16932,63,1,1.3184,0.4352,-0.5579,20,55,175.4
0631,2,22,8,12,23,4423,-16931,101,1,-1.3416,0.3793,-0.5874,8,-102,160.6
0631,7,19,3,5,1,4419,-16926,68,1,-1.3643,0.3619,-0.6528,-22,-27,169.4
0631,8,17,15,33,22,4418,-16925,106,1,1.386,0.3395,-0.7097,-12,145,170.3
0632,1,13,8,2,2,4414,-16920,73,5,0.6733,1.6482,0.5971,22,-99,320.7
0632,7,7,15,22,21,4410,-16914,78,5,-0.5564,1.8177,0.8559,-23,149,303.8
0633,1,1,10,48,22,4405,-16908,83,7,-0.0135,2.8831,1.7843,23,-142,376.2
0633,6,27,8,5,29,4401,-16902,88,8,0.1899,2.4795,1.539,-23,-103,314.5
0633,12,21,9,48,43,4396,-16896,93,5,-0.6904,1.641,0.542,23,-128,338.4
0634,6,17,0,39,45,4392,-16890,98,5,0.9459,1.1037,0.1406,-23,8,258.6
0634,11,10,22,26,12,4388,-16885,65,1,1.5072,0.102,-0.9171,20,38,90
0634,12,10,12,44,10,4387,-16884,103,1,-1.3332,0.4381,-0.6143,22,-173,187.8
0635,5,8,0,34,27,4383,-16879,70,5,-0.9389,1.1574,0.1133,-18,8,290.2
0635,10,31,11,46,53,4379,-16873,75,5,0.7819,1.4101,0.4359,16,-162,278
0636,4,26,2,19,9,4374,-16867,80,7,-0.1939,2.5393,1.4656,-14,-18,372.5
0636,10,20,3,40,23,4370,-16861,85,8,0.1088,2.6438,1.6727,12,-40,320.5
0637,4,15,3,25,41,4365,-16855,90,5,0.5564,1.8644,0.8099,-10,-33,341.7
0637,10,9,17,26,0,4361,-16849,95,5,-0.6029,1.7568,0.7468,7,114,312.4
0638,3,6,0,8,14,4357,-16844,62,1,-1.3962,0.2885,-0.6964,3,19,144.9
0638,4,4,10,29,18,4356,-16843,100,1,1.266,0.5368,-0.4669,-5,-138,199.1
0638,8,30,9,7,10,4353,-16838,67,1,1.5314,0.0859,-0.9895,-7,-119,90.1
0638,9,29,0,58,43,4352,-16837,105,1,-1.3712,0.3739,-0.6897,2,1,178.9
0639,2,23,15,30,42,4348,-16832,72,5,-0.672,1.6043,0.6449,8,149,287
0639,8,19,9,11,47,4344,-16826,77,5,0.8194,1.393,0.3166,-12,-120,319.8
0640,2,13,7,27,28,4339,-16820,82,8,0.0153,2.819,1.8405,13,-90,325.7
0640,8,7,12,31,44,4335,-16814,87,8,0.0507,2.7809,1.7492,-16,-169,354.1
0641,2,1,19,20,41,4330,-16808,92,5,0.7512,1.4961,0.4634,17,92,305.6
0641,7,27,23,11,29,4326,-16802,97,5,-0.6977,1.5649,0.5901,-19,31,294.7
0641,12,23,5,14,18,4322,-16797,64,1,-1.5232,0.116,-0.9893,22,-60,105.9
0642,1,21,23,56,0,4321,-16796,102,1,1.5033,0.1435,-0.9438,21,23,115.6
0642,6,18,8,30,2,4317,-16791,69,1,1.1008,0.8089,-0.1334,-22,-110,222.5
0642,7,17,15,12,29,4317,-16790,107,1,-1.3904,0.2783,-0.6653,-22,151,137.3
0642,12,12,4,36,58,4313,-16785,74,5,-0.8428,1.3565,0.2672,23,-52,314.2
0643,6,8,0,13,30,4308,-16779,79,6,0.3802,2.1483,1.1722,-23,14,322.2
0643,12,1,9,33,27,4304,-16773,84,7,-0.1204,2.6548,1.6198,22,-127,345.7
0644,5,27,10,13,17,4299,-16767,89,6,-0.406,2.1286,1.0977,-22,-137,344.5
0644,11,19,21,34,1,4295,-16761,94,5,0.5632,1.8166,0.8325,21,51,303
0645,5,16,13,9,28,4290,-16755,99,1,-1.1974,0.6953,-0.373,-21,179,243.2
0645,10,11,2,49,50,4287,-16750,66,1,-1.4472,0.191,-0.7862,7,-27,116.9
0645,11,9,13,9,24,4286,-16749,104,1,1.2114,0.6203,-0.3503,19,177,199.5
0646,4,6,0,4,6,4282,-16744,71,5,0.8895,1.2476,0.2044,-6,18,296
0646,9,30,15,15,57,4278,-16738,76,5,-0.8039,1.3949,0.3709,3,147,296.5
0647,3,26,9,5,4,4273,-16732,81,8,0.1048,2.661,1.6703,-3,-117,334
0647,9,19,20,50,1,4269,-16726,86,7,-0.0935,2.7236,1.6499,-1,64,368.7
0648,3,14,23,56,21,4264,-16720,91,5,-0.6132,1.7109,0.7541,1,21,293.2
0648,9,7,20,58,42,4260,-16714,96,5,0.6304,1.7447,0.6583,-4,62,345.4
0649,2,3,6,18,35,4256,-16709,63,1,1.3386,0.3983,-0.5949,17,-72,168.8
0649,3,4,16,25,34,4255,-16708,101,1,-1.3112,0.4345,-0.5308,4,134,171.2
0649,7,29,10,13,10,4251,-16703,68,1,-1.427,0.2462,-0.7672,-20,-134,140.7
0649,8,27,22,47,19,4251,-16702,106,1,1.327,0.4478,-0.6015,-8,35,193
0650,1,23,16,14,37,4247,-16697,73,5,0.6885,1.6209,0.569,19,138,320.1
0650,7,18,22,48,17,4243,-16691,78,5,-0.6247,1.692,0.731,-21,37,297
0651,1,12,18,45,55,4238,-16685,83,7,-0.0019,2.904,1.8058,21,99,376.6
0651,7,8,15,34,40,4234,-16679,88,8,0.1175,2.613,1.6712,-22,145,316.2
0652,1,1,17,51,58,4229,-16673,93,5,-0.6823,1.6545,0.5582,22,112,338.5
0652,6,27,7,56,56,4225,-16667,98,5,0.8746,1.2363,0.2698,-23,-102,270.6
0652,11,21,7,1,4,4221,-16662,65,1,1.5069,0.1017,-0.9158,22,-90,89.6
0652,12,20,21,10,19,4220,-16661,103,1,-1.3269,0.4478,-0.6011,22,61,189
0653,5,18,7,16,9,4216,-16656,70,4,-1.0205,1.0084,-0.0371,-21,-93,276.1
0653,11,10,20,32,2,4212,-16650,75,5,0.7881,1.399,0.4243,19,66,276.9
0654,5,7,8,49,12,4207,-16644,80,6,-0.2749,2.3897,1.3179,-18,-116,369.4
0654,10,31,12,19,22,4203,-16638,85,8,0.1208,2.6234,1.6489,15,-171,321
0655,4,26,10,15,24,4198,-16632,90,5,0.4834,1.9959,0.9466,-14,-137,346.1
0655,10,21,1,43,16,4194,-16626,95,5,-0.5868,1.789,0.7734,11,-12,315.3
0656,3,16,8,4,6,4190,-16621,62,1,-1.4322,0.2196,-0.7597,-1,-102,126.7
0656,4,14,17,53,8,4190,-16620,100,1,1.2035,0.6485,-0.3492,-9,109,215.5
0656,10,9,8,43,47,4185,-16614,105,1,-1.3473,0.4208,-0.6486,6,-116,189.7
0657,3,5,23,46,12,4181,-16609,72,5,-0.7048,1.5425,0.5864,4,24,283.3
0657,8,29,16,11,1,4177,-16603,77,5,0.8767,1.2888,0.2106,-8,134,310.9
0658,2,23,15,45,20,4172,-16597,82,7,-0.0118,2.8251,1.8473,9,145,326.4
0658,8,18,19,46,17,4168,-16591,87,8,0.1108,2.6703,1.6392,-12,81,352.2
0659,2,13,3,25,32,4164,-16585,92,5,0.7305,1.5342,0.5011,13,-30,309.1
0659,8,8,6,44,20,4159,-16579,97,5,-0.6346,1.6806,0.7063,-16,-83,300.2
0660,1,3,13,12,46,4155,-16574,64,1,-1.5327,0.0983,-1.0062,21,-179,97.7
0660,2,2,7,45,6,4155,-16573,102,1,1.4862,0.1745,-0.9121,17,-95,127.3
0660,6,28,15,57,32,4151,-16568,69,1,1.1732,0.6769,-0.267,-22,138,206.6
0660,7,27,22,50,41,4150,-16567,107,1,-1.3273,0.3947,-0.5504,-20,36,161.7
0660,12,22,12,45,46,4146,-16562,74,5,-0.8473,1.3469,0.2603,23,-173,312.6
0661,6,18,7,24,37,4142,-16556,79,6,0.458,2.0071,1.0277,-23,-94,318.9
0661,12,11,18,6,47,4138,-16550,84,7,-0.1221,2.6501,1.618,23,105,344.3
0662,6,7,16,55,29,4133,-16544,89,6,-0.3234,2.2816,1.2478,-23,122,350.5
0662,12,1,6,23,27,4129,-16538,94,5,0.5595,1.8228,0.8398,23,-81,302.7
0663,5,27,19,32,50,4124,-16532,99,1,-1.1126,0.8508,-0.2174,-23,82,265.1
0663,10,22,11,20,57,4120,-16527,66,1,-1.4659,0.1588,-0.8228,11,-156,107.2
0663,11,20,21,59,12,4120,-16526,104,1,1.2073,0.6287,-0.3437,22,44,200.9
0664,4,16,7,6,19,4116,-16521,71,5,0.9527,1.1287,0.0913,-10,-90,284
0664,10,10,23,20,38,4112,-16515,76,5,-0.8303,1.3496,0.3196,7,24,294.5
0665,4,5,16,42,3,4107,-16509,81,8,0.1591,2.5585,1.5736,-7,127,331.4
0665,9,30,4,20,51,4103,-16503,86,7,-0.1304,2.6587,1.5795,4,-51,369.5
0666,3,26,7,55,36,4098,-16497,91,5,-0.5664,1.7949,0.8419,-4,-101,296.6
0666,9,19,4,13,4,4094,-16491,96,5,0.5841,1.8311,0.7419,0,-48,350.1
0667,2,14,14,38,46,4090,-16486,63,1,1.3642,0.3512,-0.6419,13,162,159.6
0667,3,16,0,30,20,4089,-16485,101,1,-1.2744,0.5013,-0.4628,0,11,183
0667,8,9,17,28,51,4086,-16480,68,1,-1.4843,0.1406,-0.8718,-17,116,107
0667,9,8,6,11,10,4085,-16479,106,1,1.2749,0.5435,-0.5061,-4,-77,210.1
0668,2,4,0,20,7,4081,-16474,73,5,0.7087,1.584,0.5316,16,16,318.8
0668,7,29,6,20,47,4077,-16468,78,5,-0.6879,1.5759,0.6153,-19,-77,290.1
0669,1,23,2,37,33,4072,-16462,83,8,0.0143,2.8808,1.7837,19,-19,376.9
0669,7,18,23,8,32,4068,-16456,88,8,0.049,2.7396,1.7959,-21,31,317.2
0670,1,12,1,51,41,4064,-16450,93,5,-0.6708,1.674,0.581,21,-8,338.9
0670,7,8,15,14,59,4059,-16444,98,5,0.8044,1.367,0.3966,-22,149,281.4
0670,12,2,15,39,13,4055,-16439,65,1,1.5049,0.1043,-0.9109,24,140,90.4
0671,1,1,5,35,8,4055,-16438,103,1,-1.3188,0.4607,-0.5841,22,-65,190.7
0671,5,29,13,53,18,4051,-16433,70,1,-1.105,0.8544,-0.1931,-23,167,259.1
0671,11,22,5,20,49,4047,-16427,75,5,0.7918,1.3922,0.4175,22,-66,276.2
0672,5,17,15,15,17,4042,-16421,80,6,-0.3592,2.2344,1.1641,-20,146,365
0672,11,10,21,3,25,4038,-16415,85,8,0.1288,2.6103,1.6328,19,58,321.6
0673,5,6,17,1,8,4033,-16409,90,6,0.4061,2.1352,1.0907,-17,120,349.9
0673,10,31,10,6,7,4029,-16403,95,5,-0.576,1.8116,0.7908,15,-138,317.7
0674,3,27,15,52,43,4025,-16398,62,1,-1.4746,0.139,-0.8348,-5,139,101.2
0674,4,26,1,11,35,4025,-16397,100,1,1.1354,0.7707,-0.2214,-13,-2,231
0674,10,20,16,36,37,4020,-16391,105,1,-1.3301,0.455,-0.6198,10,124,197.4
0675,3,17,7,51,56,4016,-16386,72,5,-0.7459,1.4657,0.5126,0,-99,278.5
0675,9,9,23,21,2,4012,-16380,77,5,0.9254,1.2004,0.1203,-3,25,302.7
0676,3,5,23,54,7,4008,-16374,82,7,-0.046,2.762,1.7849,4,21,327
0676,8,29,3,10,50,4003,-16368,87,8,0.1636,2.5733,1.5424,-8,-31,350
0677,2,23,11,22,19,3999,-16362,92,5,0.704,1.5829,0.5497,9,-150,313.1
0677,8,18,14,24,52,3994,-16356,97,5,-0.5771,1.7861,0.8119,-13,161,304.5
0678,1,13,21,8,25,3991,-16351,64,1,-1.5442,0.0764,-1.0266,20,63,86.3
0678,2,12,15,27,8,3990,-16350,102,1,1.4638,0.2151,-0.8702,14,149,141.1
0678,7,9,23,25,34,3986,-16345,69,1,1.2448,0.5467,-0.3995,-21,26,188.4
0678,8,8,6,33,10,3986,-16344,107,1,-1.2677,0.5051,-0.4419,-17,-81,181
0679,1,2,20,55,0,3982,-16339,74,5,-0.8519,1.3366,0.2535,22,65,310.8
0679,6,29,14,35,7,3977,-16333,79,5,0.5354,1.8672,0.8838,-23,158,314.7
0679,12,23,2,40,26,3973,-16327,84,7,-0.1243,2.6443,1.6158,23,-23,342.9
0680,6,17,23,37,13,3969,-16321,89,7,-0.2413,2.434,1.3968,-24,22,355.4
0680,12,11,15,14,4,3964,-16315,94,5,0.5568,1.827,0.8455,24,147,302.2
0681,6,7,1,55,18,3960,-16309,99,4,-1.0266,1.0086,-0.0597,-24,-13,284.2
0681,11,1,19,56,27,3956,-16304,66,1,-1.481,0.1332,-0.8525,14,74,98.7
0681,12,1,6,50,31,3956,-16303,104,1,1.2047,0.6342,-0.3397,24,-88,201.9
0682,4,27,14,4,47,3952,-16298,71,4,1.0196,1.0031,-0.0287,-14,165,270.1
0682,10,22,7,31,5,3947,-16292,76,5,-0.8513,1.314,0.2781,11,-100,293.1
0683,4,17,0,12,10,3943,-16286,81,8,0.22,2.4439,1.4645,-11,13,328.3
0683,10,11,12,0,16,3939,-16280,86,7,-0.1597,2.6075,1.5231,8,-167,370.2
0684,4,5,15,47,0,3934,-16274,91,5,-0.5127,1.8918,0.9422,-8,140,300.2
0684,9,29,11,37,19,3930,-16268,96,5,0.5455,1.9032,0.8115,4,-161,353.7
0685,2,24,22,49,22,3926,-16263,63,1,1.3972,0.2906,-0.7023,9,38,146.4
0685,3,26,8,26,20,3926,-16262,101,1,-1.231,0.5805,-0.3826,-4,-110,195.7
0685,8,20,0,54,9,3922,-16257,68,3,-1.5348,0.0477,-0.9641,-13,4,62.6
0685,9,18,13,46,0,3921,-16256,106,1,1.2307,0.6248,-0.425,0,167,222.9
0686,2,14,8,15,54,3917,-16251,73,5,0.7362,1.5336,0.4811,13,-103,316.5
0686,8,9,13,59,5,3913,-16245,78,5,-0.7469,1.4677,0.5068,-16,168,283
0687,2,3,10,21,39,3909,-16239,83,8,0.0365,2.8391,1.7438,16,-135,376.9
0687,7,30,6,46,23,3904,-16233,88,7,-0.0161,2.8012,1.855,-18,-84,317.8
0688,1,23,9,46,28,3900,-16227,93,5,-0.6545,1.7018,0.613,18,-127,339.6
0688,7,18,22,35,37,3896,-16221,98,5,0.7369,1.4932,0.5183,-20,38,290.9
0688,12,13,0,20,13,3892,-16216,65,1,1.5017,0.1087,-0.9038,25,11,91.9
0689,1,11,13,58,39,3891,-16215,103,1,-1.3085,0.4772,-0.5629,20,169,193
0689,6,8,20,26,39,3888,-16210,70,1,-1.1912,0.6972,-0.3526,-24,69,238.5
0689,7,8,9,4,39,3887,-16209,108,2,1.5561,0.0165,-1.0111,-21,-120,37.9
0689,12,2,14,12,58,3883,-16204,75,5,0.7932,1.3896,0.4152,23,161,275.7
0690,5,28,21,38,6,3879,-16198,80,6,-0.4462,2.074,1.005,-22,50,359.3
0690,11,22,5,51,18,3874,-16192,85,8,0.1331,2.6038,1.6236,21,-74,322.2
0691,5,17,23,43,54,3870,-16186,90,6,0.3254,2.281,1.241,-20,19,352.8
0691,11,11,18,33,40,3866,-16180,95,5,-0.5697,1.8255,0.7998,18,94,319.7
0692,4,6,23,36,7,3862,-16175,62,3,-1.5217,0.0499,-0.9187,-9,22,60.9
0692,5,6,8,27,53,3861,-16174,100,1,1.0645,0.8982,-0.0888,-16,-112,245
0692,10,31,0,33,45,3857,-16168,105,1,-1.3168,0.4818,-0.5979,14,4,203.3
0693,3,27,15,51,57,3853,-16163,72,5,-0.7917,1.3801,0.4298,-5,139,272.8
0693,9,20,6,40,41,3849,-16157,77,5,0.9666,1.1256,0.0438,1,-86,295.2
0694,3,17,7,54,0,3845,-16151,82,7,-0.0871,2.6863,1.7097,0,-100,327.3
0694,9,9,10,45,10,3840,-16145,87,8,0.2093,2.4895,1.4587,-4,-146,347.7
0695,3,6,19,8,0,3836,-16139,92,5,0.6691,1.6471,0.6138,5,92,318
0695,8,29,22,14,46,3832,-16133,97,5,-0.5268,1.8785,0.904,-9,42,307.8
0696,1,25,4,56,4,3828,-16128,64,1,-1.5616,0.0434,-1.0574,17,-54,65.2
0696,2,23,22,57,48,3827,-16127,102,1,1.4326,0.2715,-0.8123,10,36,157.9
0696,7,20,6,58,24,3824,-16122,69,1,1.312,0.425,-0.5242,-19,-88,168.4
0696,8,18,14,23,54,3823,-16121,107,1,-1.2148,0.6034,-0.3461,-13,161,196
0697,1,13,5,0,8,3819,-16116,74,5,-0.8601,1.3195,0.2405,20,-56,308.4
0697,7,9,21,45,56,3815,-16110,79,5,0.6114,1.7299,0.742,-22,50,309.7
0698,1,2,11,12,53,3811,-16104,84,7,-0.1281,2.6353,1.6108,23,-150,341.4
0698,6,29,6,17,1,3806,-16098,89,7,-0.1585,2.5877,1.5467,-23,-78,359.3
0698,12,23,0,4,48,3802,-16092,94,5,0.5537,1.8316,0.8521,24,16,301.8
0699,6,18,8,15,36,3798,-16086,99,5,-0.9385,1.1707,0.1016,-24,-109,301.1
0699,11,13,4,37,54,3794,-16081,66,1,-1.4911,0.1165,-0.8729,17,-56,92.7
0699,12,12,15,43,47,3793,-16080,104,1,1.2041,0.6358,-0.3391,25,139,202.3
0700,5,7,20,59,22,3790,-16075,71,1,1.0904,0.8706,-0.156,-17,60,254
0700,11,1,15,46,52,3785,-16069,76,5,-0.8673,1.2874,0.2461,15,136,292.2
0701,4,27,7,38,50,3781,-16063,81,6,0.2846,2.3227,1.3485,-15,-100,324.6
0701,10,21,19,46,39,3777,-16057,86,7,-0.1828,2.5674,1.4783,12,76,370.8
0702,4,16,23,32,6,3772,-16051,91,6,-0.4535,1.9989,1.0523,-12,22,303.7
0702,10,10,19,10,42,3768,-16045,96,5,0.5139,1.9623,0.8684,8,85,356.3
0703,3,8,6,51,47,3764,-16040,63,1,1.4362,0.219,-0.7738,5,-84,128.3
0703,4,6,16,14,43,3764,-16039,101,1,-1.182,0.6702,-0.2923,-9,132,208.9
0703,9,29,21,30,42,3759,-16033,106,1,1.1934,0.6934,-0.3566,5,50,232.5
0704,2,25,16,2,28,3756,-16028,73,5,0.7706,1.4704,0.4181,9,139,313.1
0704,8,19,21,46,1,3751,-16022,78,5,-0.7994,1.3717,0.4102,-12,50,276.2
0705,2,13,17,58,13,3747,-16016,83,8,0.0649,2.7859,1.6928,12,110,376.8
0705,8,9,14,29,23,3743,-16010,88,7,-0.0769,2.6912,1.7421,-15,159,317.9
0706,2,2,17,35,35,3738,-16004,93,5,-0.6328,1.7392,0.655,15,116,340.7
0706,7,30,5,59,52,3734,-15998,98,5,0.6726,1.6136,0.6336,-17,-74,299.3
0706,12,24,8,59,57,3731,-15993,65,1,1.5002,0.1097,-0.8994,25,-118,92.1
0707,1,22,22,16,17,3730,-15992,103,1,-1.2927,0.5034,-0.5314,18,45,196.9
0707,6,20,2,58,47,3726,-15987,70,1,-1.2775,0.5405,-0.5122,-25,-29,213.9
