Year,Month,Day,Hour,Minute,Second,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth
2441,4,21,18,37,49,1212,5458,126,11,1.4706,0.1149,71,136.4,0,50
2441,5,21,2,20,11,1213,5459,164,11,-1.0733,0.8795,-68.8,167.3,0,343
2441,11,14,0,59,17,1214,5465,169,11,1.2459,0.5404,69.6,-166.3,0,206
2442,4,11,10,14,4,1216,5470,136,14,0.8046,1.0248,58.7,6.2,36,148
2442,10,4,12,43,0,1218,5476,141,1,-0.9371,0.9838,-67.2,-54.7,20,50
2443,3,31,20,30,25,1220,5482,146,1,0.0889,0.9734,9.3,-123.1,85,163
2443,9,24,1,4,47,1222,5488,151,14,-0.1656,1.0502,-9.6,164.1,80,18
2444,3,19,23,21,38,1224,5494,156,1,-0.6476,0.928,-38.3,-149.1,49,337
2444,9,12,17,35,35,1226,5500,161,14,0.5548,1.0688,35.7,-67.9,56,202
2445,3,8,22,49,34,1228,5506,166,11,-1.3361,0.3891,-72.1,-50.9,0,255
2445,8,4,0,27,22,1229,5511,133,11,-1.3097,0.4272,-70,147.3,0,31
2445,9,2,9,35,13,1230,5512,171,11,1.3049,0.4344,71.7,154.9,0,295
2446,1,27,12,43,51,1231,5517,138,1,0.8789,0.9903,42.7,-13.9,28,168
2446,7,24,8,3,11,1233,5523,143,1,-0.5854,0.9665,-16,61.9,54,7
2447,1,17,2,14,3,1235,5529,148,14,0.1703,1.0417,-11.1,152.9,80,175
2447,7,13,9,29,35,1237,5535,153,1,0.1786,0.9481,32.2,45.1,80,183
2448,1,6,17,57,7,1239,5541,158,14,-0.4991,1.038,-52.6,-82,60,358
2448,7,1,11,10,16,1241,5547,163,1,0.9316,0.962,87.6,-135.3,21,25
2448,12,26,7,10,41,1243,5553,168,11,-1.219,0.5918,-66.5,-94.2,0,172
2449,5,22,10,19,15,1244,5558,135,14,-0.979,1.0328,-54.4,59.1,11,332
2449,11,15,20,23,56,1246,5564,140,5,0.981,0.9186,54.9,-89.1,10,214
2450,5,12,2,29,44,1248,5570,145,14,-0.233,1.0722,5.6,151.7,77,340
2450,11,4,19,49,31,1250,5576,150,1,0.2828,0.9318,-0.5,-109.9,74,203
2451,5,1,18,53,37,1252,5582,155,14,0.4958,1.0459,42.1,-114.3,60,149
2451,10,24,23,3,9,1254,5588,160,1,-0.4424,0.9746,-35.3,-178.3,64,31
2452,3,21,17,1,31,1256,5593,127,13,-1.5455,0.0262,-61.1,20.1,0,272
2452,4,20,6,54,27,1256,5594,165,11,1.2819,0.4797,61.8,-31.5,0,64
2452,9,14,0,49,17,1258,5599,132,11,1.4635,0.1307,61.3,-92.5,0,276
2452,10,13,9,44,5,1258,5600,170,11,-1.1334,0.7553,-61.3,-69.3,0,107
2453,3,10,18,9,42,1260,5605,137,1,-0.882,0.9177,-53.6,-39.1,28,306
2453,9,3,17,43,48,1262,5611,142,14,0.7513,1.0638,48,-49.1,41,224
2454,2,27,18,1,47,1264,5617,147,1,-0.175,0.9393,-17,-77.3,80,331
2454,8,24,8,48,47,1266,5623,152,14,0.0194,1.031,11.9,54.3,89,205
2455,2,16,23,36,27,1268,5629,157,1,0.5335,0.9857,17.1,-179.6,58,154
2455,8,13,17,54,37,1270,5635,162,1,-0.7781,0.9716,-32.3,-104.2,39,28
2456,1,8,1,21,4,1271,5640,129,11,-1.4954,0.076,-64.5,-44.5,0,208
2456,2,6,12,3,15,1272,5641,167,11,1.1843,0.6607,62.3,-50.1,0,125
2456,7,3,5,13,16,1273,5646,134,11,1.2925,0.4621,64.9,-98.1,0,336
2456,12,27,16,51,25,1275,5652,139,14,-0.8614,1.0222,-79.8,-22,30,311
2457,6,22,8,16,13,1277,5658,144,1,0.4979,0.9827,53.2,67.4,60,190
2457,12,17,4,35,27,1279,5664,149,1,-0.19,0.9799,-34.4,116.2,79,356
2458,6,11,18,19,40,1281,5670,154,14,-0.2891,1.0388,6.3,-90,73,2
2458,12,6,9,14,46,1283,5676,159,1,0.528,0.9311,9.5,44.7,58,181
2459,5,3,2,35,54,1285,5681,126,13,1.5188,0.0214,70.3,4.3,0,37
2459,6,1,9,59,50,1285,5682,164,15,-1.0097,1.0038,-67.8,41.3,0,354
2459,11,25,8,41,41,1287,5688,169,11,1.2211,0.5818,68.6,66.5,0,194
2460,4,21,18,9,49,1289,5693,136,14,0.8503,1.0236,66.8,-119.8,31,142
2460,10,14,20,25,57,1291,5699,141,1,-0.9775,0.9817,-73.9,156.1,11,82
2461,4,11,4,10,36,1293,5705,146,1,0.13,0.9732,15.8,120.8,82,164
2461,10,4,9,0,22,1295,5711,151,14,-0.2131,1.0495,-16.5,43.7,78,18
2462,3,31,6,49,44,1297,5717,156,1,-0.6111,0.9302,-31.7,96.3,52,340
2462,9,24,1,28,8,1299,5723,161,14,0.5014,1.0662,28.1,171.4,60,200
2463,3,20,6,27,54,1301,5729,166,11,-1.3051,0.441,-72.3,-179.5,0,270
2463,8,15,7,37,35,1302,5734,133,11,-1.3853,0.2892,-70.8,27.4,0,43
2463,9,13,17,10,28,1303,5735,171,11,1.2504,0.5367,72,27.6,0,281
2464,2,7,21,17,16,1304,5740,138,1,0.884,0.9941,45.7,-146.4,28,163
2464,8,3,14,43,0,1306,5746,143,1,-0.6692,0.9621,-24.5,-41.3,48,11
2465,1,27,11,3,49,1308,5752,148,14,0.1751,1.0435,-8.3,20.8,80,171
2465,7,23,15,54,48,1310,5758,153,1,0.0904,0.9482,25,-50.6,85,187
2466,1,17,2,47,1,1312,5764,158,14,-0.4953,1.0366,-50.4,150.3,60,352
2466,7,12,17,50,51,1314,5770,163,1,0.8461,0.9676,79.5,-65.8,32,196
2467,1,6,15,46,9,1316,5776,168,11,-1.218,0.5934,-67.6,126.4,0,183
2467,6,2,17,48,24,1318,5781,135,11,-1.0425,0.9315,-64.5,-50.8,0,331
2467,11,27,4,10,21,1320,5787,140,3,1.0051,0.9434,63.7,158.3,0,216
2468,5,22,10,15,11,1322,5793,145,14,-0.2936,1.0744,4.2,36,73,344
2468,11,15,3,28,23,1324,5799,150,1,0.3126,0.9304,-1.5,135.7,72,199
2469,5,12,2,39,7,1326,5805,155,14,0.4417,1.0466,42.6,132.9,64,153
2469,11,4,6,55,37,1328,5811,160,1,-0.4081,0.975,-37.5,65.7,66,29
2470,5,1,14,25,40,1330,5817,165,11,1.2347,0.5638,62.3,-152.9,0,55
2470,9,25,8,39,57,1332,5822,132,13,1.513,0.0365,61.3,141.4,0,268
2470,10,24,17,49,29,1332,5823,170,11,-1.0933,0.8298,-61.7,160.9,0,116
2471,3,22,1,43,37,1334,5828,137,1,-0.9141,0.919,-52.9,-151.3,24,307
2471,9,15,1,29,11,1336,5834,142,14,0.8109,1.0585,48,-162.2,36,226
2472,3,10,1,52,11,1338,5840,147,1,-0.1989,0.9436,-13.9,165.6,78,331
2472,9,3,16,12,54,1340,5846,152,14,0.0857,1.0255,11.3,-55.4,85,208
2473,2,27,7,56,51,1342,5852,157,1,0.5168,0.9907,19.6,54.6,59,151
2473,8,24,0,46,32,1344,5858,162,1,-0.7043,0.9684,-29.3,153.6,45,30
2474,1,18,10,12,11,1345,5863,129,11,-1.5,0.0673,-63.6,173.5,0,218
2474,2,16,20,44,52,1346,5864,167,11,1.172,0.6841,61.7,171,0,116
2474,7,14,11,40,30,1347,5869,134,11,1.3764,0.3182,64,155.9,0,327
2474,8,13,2,43,56,1348,5870,172,12,-1.4827,0.1379,-62.1,85.2,0,58
2475,1,8,1,37,52,1349,5875,139,14,-0.8679,1.0196,-76.2,-141.8,29,299
2475,7,3,15,5,22,1351,5881,144,1,0.5775,0.9858,57.3,-27.7,54,199
2475,12,28,13,1,54,1354,5887,149,1,-0.1977,0.976,-34.7,-7.6,78,350
2476,6,22,1,38,29,1356,5893,154,14,-0.2153,1.0435,11.1,160.4,78,6
2476,12,16,17,15,18,1358,5899,159,1,0.5154,0.9282,7.7,-76.3,59,176
2477,6,11,17,35,28,1360,5905,164,14,-0.9423,1.0647,-47.8,-80.8,19,3
2477,12,5,16,32,5,1362,5911,169,11,1.2019,0.6136,67.5,-62,0,183
2478,5,3,1,55,59,1363,5916,136,14,0.9034,1.0218,75.7,107.7,25,128
2478,10,26,4,18,22,1365,5922,141,11,-1.0109,0.9645,-71,-13.3,0,132
2479,4,22,11,40,30,1367,5928,146,1,0.179,0.9731,22.5,7.5,80,165
2479,10,15,17,4,11,1369,5934,151,14,-0.2538,1.0484,-23,-78.3,75,17
2480,4,10,14,7,46,1372,5940,156,1,-0.5664,0.9326,-24.8,-16,55,342
2480,10,4,9,27,58,1374,5946,161,14,0.4543,1.0631,21.1,49.2,63,198
2481,3,30,14,0,7,1376,5952,166,11,-1.2685,0.5027,-72.1,53.5,0,284
2481,8,25,14,49,25,1377,5957,133,11,-1.4585,0.1568,-71.4,-93.5,0,56
2481,9,24,0,49,51,1378,5958,171,11,1.1997,0.6307,72.1,-101,0,268
2482,2,18,5,48,52,1379,5963,138,1,0.8912,0.9982,49.3,81.2,27,157
2482,8,14,21,23,36,1381,5969,143,1,-0.7515,0.9573,-33.7,-145.8,41,16
2483,2,7,19,51,56,1383,5975,148,14,0.1817,1.0457,-4.8,-111.2,80,168
2483,8,3,22,21,18,1386,5981,153,1,0.003,0.9479,17.4,-147.7,90,186
2484,1,28,11,35,53,1388,5987,158,14,-0.491,1.0358,-47.2,21.5,60,347
2484,7,23,0,34,34,1390,5993,163,1,0.7619,0.972,68.9,-166,40,198
2485,1,17,0,19,53,1392,5999,168,11,-1.2162,0.5962,-68.6,-13,0,195
2485,6,13,1,16,18,1393,6004,135,11,-1.1075,0.8095,-65.4,-172.3,0,341
2485,7,12,9,35,2,1394,6005,173,12,1.4713,0.1259,68,-145.3,0,352
2485,12,7,12,2,0,1395,6010,140,3,1.0242,0.91,64.7,31.2,0,206
2486,6,2,17,55,28,1398,6016,145,14,-0.3587,1.076,1.8,-78.7,69,348
2486,11,26,11,15,8,1400,6022,150,1,0.3363,0.9294,-2.1,19.2,70,195
2487,5,23,10,16,15,1402,6028,155,14,0.3811,1.0467,42.1,22.6,67,159
2487,11,15,14,57,35,1404,6034,160,1,-0.3807,0.9756,-39.5,-52.3,67,25
2488,5,11,21,45,56,1406,6040,165,11,1.1793,0.6626,62.9,88.3,0,46
2488,11,4,2,4,56,1408,6046,170,11,-1.0609,0.8898,-62.3,28.4,0,125
2489,4,1,9,7,55,1410,6051,137,1,-0.9541,0.92,-54.4,101.3,17,305
2489,9,25,9,20,22,1412,6057,142,14,0.8654,1.0527,48.6,82.9,30,227
2490,3,21,9,36,11,1414,6063,147,1,-0.2288,0.9482,-11.1,50,77,330
2490,9,14,23,40,38,1416,6069,152,14,0.1483,1.0195,10.3,-166.2,81,209
2491,3,10,16,11,57,1418,6075,157,1,0.4952,0.9964,22.2,-69.6,60,149
2491,9,4,7,41,15,1420,6081,162,1,-0.6332,0.9646,-27.7,50.9,51,32
2492,1,29,19,3,43,1422,6086,129,11,-1.5046,0.0582,-62.9,31.6,0,228
2492,2,28,5,22,53,1422,6087,167,11,1.1568,0.7135,61.4,33.1,0,107
2492,7,24,18,8,32,1424,6092,134,11,1.4594,0.1755,63.2,49.8,0,317
2492,8,23,9,17,49,1424,6093,172,11,-1.4043,0.2723,-61.6,-21.8,0,67
2493,1,18,10,24,30,1426,6098,139,14,-0.8742,1.0174,-72.2,90.8,29,294
2493,7,13,21,56,36,1428,6104,144,1,0.6562,0.9882,60.3,-121.4,49,209
2494,1,7,21,30,21,1430,6110,149,1,-0.2034,0.9727,-33.7,-132,78,345
2494,7,3,8,56,16,1432,6116,154,14,-0.1397,1.0477,15,51.7,82,11
2494,12,28,1,19,29,1434,6122,159,1,0.5061,0.9257,6.9,161.8,60,172
2495,6,23,1,8,6,1436,6128,164,14,-0.8718,1.0696,-37.2,162.6,29,8
2495,12,17,0,27,39,1438,6134,169,11,1.1867,0.6389,66.4,168.8,0,172
2496,5,13,9,34,25,1440,6139,136,14,0.9622,1.0185,81,-70.4,15,65
2496,11,5,12,20,23,1442,6145,141,11,-1.0373,0.9173,-70.2,-146.4,0,145
2497,5,2,19,1,52,1444,6151,146,1,0.2341,0.9727,29.2,-103.2,76,167
2497,10,26,1,15,23,1446,6157,151,14,-0.2889,1.0472,-29.1,158.5,73,16
2498,4,21,21,17,12,1448,6163,156,1,-0.5148,0.9351,-17.9,-125.9,59,345
2498,10,15,17,34,44,1451,6169,161,14,0.4131,1.0597,14.6,-74.5,66,196
2499,4,10,21,22,39,1453,6175,166,11,-1.2233,0.5797,-71.8,-70.8,0,298
2499,9,5,22,5,19,1454,6180,133,13,-1.5273,0.034,-71.9,144.2,0,69
2499,10,5,8,36,23,1455,6181,171,11,1.1554,0.7119,71.9,128.6,0,254
2500,3,1,14,14,47,1457,6186,138,7,0.9038,1.0026,53.9,-50.7,25,151
2500,8,26,4,8,16,1459,6192,143,1,-0.8296,0.9518,-43.8,106.9,34,21
2501,2,19,4,35,21,1461,6198,148,14,0.1925,1.0483,-0.6,117.7,79,165
2501,8,15,4,52,8,1463,6204,153,4,-0.081,0.9471,9.5,113.4,85,13
2502,2,8,20,22,29,1465,6210,158,14,-0.4851,1.0354,-43.3,-107.9,61,343
2502,8,4,7,19,53,1467,6216,163,1,0.6779,0.9756,58.9,91.6,47,199
2503,1,29,8,53,33,1469,6222,168,11,-1.2151,0.5979,-69.6,-153,0,207
2503,6,25,8,40,22,1471,6227,135,11,-1.1759,0.68,-66.4,66.7,0,351
2503,7,24,16,46,37,1471,6228,173,11,1.3926,0.2716,69,95.8,0,341
2503,12,19,19,59,21,1473,6233,140,11,1.0385,0.8851,65.7,-97.7,0,196
2504,6,14,1,31,3,1475,6239,145,14,-0.4278,1.0769,-1.9,167.3,65,352
2504,12,7,19,10,9,1477,6245,150,1,0.3535,0.9289,-2.3,-99.5,69,191
2505,6,3,17,48,2,1479,6251,155,14,0.3165,1.0464,40.5,-86.3,71,165
2505,11,26,23,7,4,1482,6257,160,1,-0.3588,0.9763,-41.2,-171.6,69,20
2506,5,24,4,59,35,1484,6263,165,11,1.1192,0.7695,63.7,-29.1,0,37
2506,11,16,10,27,38,1486,6269,170,11,-1.034,0.9396,-63,-106,0,135
2507,4,13,16,23,43,1488,6274,137,2,-1.0006,0.9539,-61.3,13.5,0,289
2507,10,7,17,18,18,1490,6280,142,14,0.9141,1.0464,50,-34,24,227
2508,4,1,17,13,22,1492,6286,147,1,-0.2648,0.9532,-8.7,-63.9,75,331
2508,9,26,7,14,51,1494,6292,152,7,0.2046,1.0134,9,81.2,78,209
2509,3,22,0,20,47,1496,6298,157,7,0.4676,1.0023,24.8,168.2,62,148
2509,9,15,14,42,15,1498,6304,162,1,-0.5679,0.9604,-27.3,-53.4,55,33
2510,2,10,3,51,56,1500,6309,129,11,-1.5123,0.043,-62.2,-109.1,0,238
2510,3,11,13,54,45,1500,6310,167,11,1.1362,0.7531,61.1,-103.2,0,98
2510,8,6,0,38,56,1502,6315,134,13,1.5405,0.0362,62.6,-56.5,0,309
2510,9,4,15,56,49,1503,6316,172,11,-1.3292,0.4003,-61.2,-130,0,75
2511,1,30,19,9,33,1504,6321,139,14,-0.8816,1.0157,-68.1,-39.5,28,293
2511,7,26,4,49,26,1506,6327,144,1,0.7346,0.9899,62.1,146.2,42,220
2512,1,20,5,57,20,1509,6333,149,1,-0.2096,0.97,-31.9,103.6,78,341
2512,7,14,16,14,11,1511,6339,154,14,-0.0634,1.051,18.1,-56.5,86,15
2513,1,8,9,25,23,1513,6345,159,1,0.4982,0.924,7,39.7,60,168
2513,7,4,8,38,16,1515,6351,164,14,-0.7992,1.0729,-29.6,48,37,12
2513,12,28,8,28,6,1517,6357,169,11,1.1748,0.6587,65.4,38.8,0,161
2514,5,25,17,4,32,1519,6362,136,11,1.0272,0.9507,68.5,123.2,0,13
2514,11,17,20,31,22,1521,6368,141,11,-1.0572,0.8818,-69.3,78.9,0,157
2515,5,15,2,12,11,1523,6374,146,1,0.2976,0.9722,36,149.4,72,170
2515,11,7,9,35,34,1525,6380,151,14,-0.3169,1.0459,-34.4,33.9,71,13
2516,5,3,4,17,47,1528,6386,156,1,-0.4559,0.9377,-10.9,126.7,63,349
2516,10,27,1,48,46,1530,6392,161,14,0.3782,1.056,8.8,160.5,68,194
2517,4,22,4,39,28,1532,6398,166,11,-1.1726,0.6669,-71.2,166.8,0,311
2517,10,16,16,28,59,1534,6404,171,11,1.1165,0.7823,71.6,-3.1,0,240
2518,3,12,22,37,2,1536,6409,138,14,0.92,1.0071,59.1,176.7,23,144
2518,9,6,10,55,41,1538,6415,143,1,-0.9046,0.9458,-54.9,-4.8,25,30
2519,3,2,13,15,24,1540,6421,148,14,0.2062,1.0511,4.2,-12.9,78,164
2519,8,26,11,27,49,1542,6427,153,1,-0.161,0.946,1.4,12.7,81,15
2520,2,20,5,4,6,1544,6433,158,14,-0.4758,1.0353,-38.7,122.7,61,341
2520,8,14,14,11,41,1547,6439,163,1,0.5984,0.9784,49.7,-12.9,53,200
2521,2,8,17,22,54,1549,6445,168,11,-1.2116,0.6039,-70.5,67.4,0,220
2521,7,5,16,4,53,1551,6450,135,11,-1.2445,0.5492,-67.4,-54.7,0,1
2521,8,4,0,2,18,1551,6451,173,11,1.316,0.4141,69.9,-24.8,0,329
2521,12,30,3,58,50,1553,6456,140,11,1.0507,0.8642,66.8,132.5,0,185
2522,6,25,9,3,45,1555,6462,145,14,-0.4991,1.0769,-6.6,53.5,60,356
2522,12,19,3,10,40,1557,6468,150,1,0.3668,0.9289,-2,140.4,68,187
2523,6,15,1,12,30,1559,6474,155,14,0.2464,1.0453,37.5,166.2,76,171
2523,12,8,7,24,54,1561,6480,160,1,-0.3431,0.9774,-42.4,67.5,70,15
2524,6,3,12,4,40,1564,6486,165,11,1.0528,0.8873,64.5,-144.5,0,28
2524,11,26,18,58,9,1566,6492,170,11,-1.0134,0.9778,-63.8,117.4,0,144
2525,4,23,23,30,15,1568,6497,137,11,-1.0544,0.8646,-61.8,-101.6,0,298
2525,10,18,1,23,55,1570,6503,142,14,0.9558,1.0396,52.7,-152.5,17,227
2526,4,13,0,43,2,1572,6509,147,1,-0.3077,0.9583,-7.1,-175.8,72,333
2526,10,7,14,54,21,1574,6515,152,7,0.2557,1.007,7.5,-33,75,208
2527,4,2,8,23,26,1576,6521,157,7,0.4341,1.0086,27.3,48.1,64,148
2527,9,26,21,48,45,1579,6527,162,1,-0.5074,0.9559,-27.9,-158.9,59,33
2528,2,21,12,36,45,1580,6532,129,13,-1.5232,0.0218,-61.8,111.1,0,247
2528,3,21,22,20,29,1581,6533,167,11,1.1103,0.803,61.1,122,0,89
2528,9,14,22,42,54,1583,6539,172,11,-1.2592,0.5192,-61,120.2,0,84
2529,2,10,3,52,31,1585,6544,139,14,-0.8908,1.0143,-64.3,-170.7,27,294
2529,8,5,11,45,36,1587,6550,144,1,0.8109,0.991,62.9,53.9,36,232
2530,1,30,14,23,10,1589,6556,149,1,-0.2163,0.9678,-29.3,-21,77,337
2530,7,25,23,33,49,1591,6562,154,14,0.0124,1.0538,20.2,-164.6,89,196
2531,1,19,17,31,19,1594,6568,159,1,0.4908,0.9228,7.9,-82.4,61,163
2531,7,15,16,7,33,1596,6574,164,14,-0.7256,1.075,-23.8,-65.5,43,15
2532,1,8,16,31,5,1598,6580,169,11,1.1645,0.676,64.4,-91.4,0,151
2532,6,5,0,28,58,1600,6585,136,11,1.0962,0.8224,67.5,1.3,0,2
2532,7,4,8,54,58,1600,6586,174,12,-1.4782,0.104,-64.9,27.8,0,24
2532,11,28,4,49,26,1602,6591,141,11,-1.0722,0.8553,-68.3,-57,0,169
2533,5,25,9,15,50,1604,6597,146,1,0.366,0.9712,42.6,44.8,68,174
2533,11,17,18,3,10,1606,6603,151,14,-0.3394,1.0448,-38.9,-91.5,70,10
2534,5,14,11,9,29,1609,6609,156,1,-0.3896,0.9402,-4.1,21.9,67,352
2534,11,7,10,10,7,1611,6615,161,14,0.3495,1.0522,3.9,34,70,191
2535,5,3,11,47,37,1613,6621,166,11,-1.1138,0.7691,-70.4,47.1,0,324
2535,10,28,0,29,34,1615,6627,171,11,1.0847,0.8388,70.9,-136.3,0,227
2536,3,23,6,51,6,1617,6632,138,14,0.9435,1.0115,65.3,42,19,133
2536,9,16,17,50,18,1619,6638,143,1,-0.9727,0.9385,-67.2,-131.1,13,51
2537,3,12,21,49,7,1622,6644,148,14,0.2254,1.0542,9.5,-142.2,77,162
2537,9,5,18,8,59,1624,6650,153,1,-0.2368,0.9446,-6.7,-89.6,76,17
2538,3,2,13,41,10,1626,6656,158,14,-0.4629,1.0357,-33.6,-6.5,62,340
2538,8,25,21,8,14,1628,6662,163,1,0.5217,0.9806,40.7,-119.1,58,200
2539,2,20,1,48,5,1631,6668,168,11,-1.205,0.6153,-71.3,-71.7,0,233
2539,7,16,23,27,49,1632,6673,135,11,-1.3148,0.4143,-68.3,-176.3,0,12
2539,8,15,7,21,1,1633,6674,173,11,1.2408,0.5548,70.8,-146.7,0,317
2540,1,10,12,1,35,1635,6679,140,11,1.06,0.8483,67.9,1.3,0,174
2540,7,5,16,34,26,1637,6685,145,14,-0.5722,1.076,-12.4,-60.6,55,1
2540,12,29,11,15,59,1639,6691,150,1,0.3765,0.9295,-1,19,68,182
2541,6,25,8,33,57,1641,6697,155,14,0.1743,1.0437,33.5,58.6,80,176
2541,12,18,15,48,55,1643,6703,160,1,-0.3319,0.9788,-42.8,-54.7,70,9
2542,6,14,19,3,9,1646,6709,165,1,0.9815,0.9737,74.8,113.4,10,30
2542,12,8,3,35,1,1648,6715,170,15,-0.9975,1.0072,-64.7,-21,0,154
2543,5,5,6,29,19,1650,6720,137,11,-1.114,0.7648,-62.3,145.1,0,307
2543,10,29,9,36,30,1652,6726,142,18,0.9919,1.0316,58.7,91.9,6,232
2544,4,23,8,5,34,1654,6732,147,1,-0.3575,0.9635,-6.3,74,69,335
2544,10,17,22,41,14,1657,6738,152,7,0.3001,1.0006,5.9,-149.2,73,207
2545,4,12,16,19,46,1659,6744,157,7,0.3942,1.0149,29.4,-69.8,67,149
2545,10,7,5,1,15,1661,6750,162,1,-0.4523,0.9514,-29.1,94.4,63,33
2546,4,2,6,39,22,1663,6756,167,11,1.0785,0.8647,61.2,-11,0,80
2546,9,26,5,36,28,1666,6762,172,11,-1.1945,0.6285,-61,8.5,0,93
2547,2,21,12,29,30,1667,6767,139,14,-0.9046,1.0132,-61.1,59.6,25,295
2547,8,16,18,46,36,1670,6773,144,1,0.8841,0.991,63,-38.6,28,244
2548,2,10,22,44,25,1672,6779,149,1,-0.2262,0.9662,-26.3,-144.9,77,334
2548,8,5,6,56,36,1674,6785,154,17,0.0862,1.0556,21.4,86.6,85,202
2549,1,30,1,34,51,1676,6791,159,1,0.4815,0.9223,9.4,156.1,61,159
2549,7,25,23,37,26,1679,6797,164,14,-0.6522,1.0761,-19.5,-178.5,49,19
2550,1,19,0,36,25,1681,6803,169,11,1.1554,0.6914,63.5,138.2,0,141
2550,6,16,7,45,35,1683,6808,136,11,1.1708,0.684,66.4,-118.1,0,352
2550,7,15,16,14,58,1683,6809,174,11,-1.4089,0.2366,-64,-91.6,0,34
2550,12,9,13,15,41,1685,6814,141,11,-1.0815,0.839,-67.2,165.7,0,180
2551,6,5,16,10,40,1687,6820,146,1,0.4411,0.9699,49,-56.1,64,179
2551,11,29,2,38,19,1690,6826,151,14,-0.3559,1.0438,-42.3,142.3,69,5
2552,5,24,17,54,9,1692,6832,156,1,-0.3174,0.9425,2.5,-80.5,72,355
2552,11,17,18,38,45,1694,6838,161,14,0.3269,1.0485,-0.3,-93.9,71,188
2553,5,13,18,51,21,1696,6844,166,11,-1.0504,0.88,-69.5,-70.8,0,336
2553,11,7,8,35,22,1699,6850,171,11,1.0577,0.8858,70.2,89.7,0,214
2554,4,3,15,0,51,1701,6855,138,14,0.9713,1.0153,71.5,-102.2,13,112
2554,9,28,0,50,14,1703,6861,143,11,-1.0357,0.8994,-72.3,76,0,97
2555,3,24,6,16,23,1705,6867,148,14,0.2502,1.0574,15.2,90,75,162
2555,9,17,0,58,18,1707,6873,153,1,-0.3061,0.9429,-14.8,165.9,72,18
2556,3,12,22,11,21,1710,6879,158,14,-0.4447,1.0362,-28.1,-134.7,63,340
2556,9,5,4,13,26,1712,6885,163,1,0.4511,0.9823,32.2,132.5,63,200
2557,3,2,10,5,49,1714,6891,168,11,-1.1932,0.6361,-71.8,150.5,0,247
2557,7,27,6,54,8,1716,6896,135,11,-1.3827,0.2835,-69.3,60.9,0,23
2557,8,25,14,46,39,1717,6897,173,11,1.1703,0.687,71.4,89.1,0,304
2558,1,20,20,3,53,1718,6902,140,11,1.0693,0.8326,69,-130.4,0,162
2558,7,17,0,3,14,1721,6908,145,14,-0.6466,1.0742,-19.2,-175,50,5
2559,1,9,19,24,29,1723,6914,150,1,0.3841,0.9308,0.6,-103.4,67,178
2559,7,6,15,50,37,1725,6920,155,17,0.0992,1.0412,28.4,-48.9,84,181
2559,12,30,0,17,19,1728,6926,160,1,-0.3237,0.9808,-42.2,-177.9,71,3
2560,6,25,1,55,50,1730,6932,165,1,0.9063,0.9754,86.4,91.3,25,111
2560,12,18,12,17,54,1732,6938,170,14,-0.9868,1.0184,-73.6,-153.6,8,157
2561,5,15,13,20,16,1734,6943,137,11,-1.1801,0.6534,-63.1,33.6,0,316
2561,11,8,17,55,40,1736,6949,142,11,1.0221,0.966,62.5,-31.3,0,231
2562,5,4,15,21,29,1739,6955,147,1,-0.4133,0.9686,-6.5,-34.5,66,338
2562,10,29,6,34,40,1741,6961,152,1,0.3382,0.9943,4.6,92.7,70,204
2563,4,24,0,8,31,1743,6967,157,14,0.3474,1.0213,31.1,174.8,70,151
2563,10,18,12,21,39,1746,6973,162,1,-0.4042,0.9467,-30.7,-14.2,66,31
2564,4,12,14,51,42,1748,6979,167,11,1.0412,0.9373,61.5,-142.5,0,71
2564,10,6,12,38,14,1750,6985,172,11,-1.1361,0.7266,-61.1,-105.2,0,101
2565,3,3,21,1,39,1752,6990,139,14,-0.922,1.0121,-58.7,-68.8,22,296
2565,8,27,1,53,56,1754,6996,144,1,0.9527,0.99,63,-129.3,17,258
2566,2,21,7,1,44,1757,7002,149,1,-0.2388,0.965,-22.9,91.8,76,332
2566,8,16,14,22,25,1759,7008,154,14,0.1581,1.0569,21.8,-22.8,81,206
2567,2,10,9,35,51,1761,7014,159,1,0.4703,0.9223,11.4,35.2,62,156
2567,8,6,7,9,9,1764,7020,164,14,-0.5802,1.0762,-16.5,68.5,54,22
2568,1,30,8,39,47,1766,7026,169,11,1.1442,0.7106,62.7,8.6,0,131
2568,6,26,14,58,55,1768,7031,136,11,1.2472,0.5426,65.5,123.7,0,342
2568,7,25,23,36,1,1768,7032,174,11,-1.3408,0.3666,-63.3,149,0,43
2568,12,19,21,47,1,1770,7037,141,11,-1.0877,0.8284,-66.2,27.6,0,191
2569,6,15,23,0,8,1773,7043,146,1,0.5197,0.968,54.8,-153.7,58,186
2569,12,9,11,18,32,1775,7049,151,14,-0.3687,1.0431,-44.7,15.8,68,360
2570,6,5,0,32,17,1777,7055,156,1,-0.2395,0.9446,8.7,179.4,76,359
2570,11,29,3,13,44,1779,7061,161,14,0.31,1.0449,-3.4,137.1,72,184
2571,5,25,1,47,0,1782,7067,166,1,-0.9794,0.952,-57.9,169.4,11,351
2571,11,18,16,49,14,1784,7073,171,11,1.0379,0.9196,69.2,-45.7,0,202
2572,4,13,23,2,8,1786,7078,138,11,1.0068,0.9902,71.5,81.8,0,58
2572,10,8,7,58,20,1788,7084,143,11,-1.0915,0.8031,-72,-44.8,0,111
